telemetry_id,device_id,timestamp,temperature,humidity,pressure,status,date,battery_voltage
TEL-20240803-00112,DEV-0022,2024-08-03T10:52:15Z,90.46,66.56,1006.49,OK,2024-08-03,29.51
TEL-20240803-00006,DEV-0045,2024-08-03T21:34:39Z,37.47,59.21,1011.77,WARN,2024-08-03,22.82
TEL-20240803-00404,DEV-0038,2024-08-03T06:48:01Z,44.25,78.05,1010.39,WARN,2024-08-03,25.65
TEL-20240803-00087,DEV-0025,2024-08-03T16:20:11Z,52.06,20.42,1040.89,OK,2024-08-03,29.07
TEL-20240803-00393,DEV-0035,2024-08-03T18:02:51Z,19.15,70.39,1036.88,OK,2024-08-03,11.13
TEL-20240803-00011,DEV-0028,2024-08-03T00:37:51Z,66.22,43.4,997.53,OK,2024-08-03,19.47
TEL-20240803-00321,DEV-0007,2024-08-03T04:14:58Z,46.0,88.25,1040.75,ERROR,2024-08-03,14.06
TEL-20240803-00303,DEV-0046,2024-08-03T10:13:29Z,61.7,42.51,996.29,OK,2024-08-03,17.71
TEL-20240803-00163,DEV-0037,2024-08-03T23:17:03Z,88.72,64.74,1005.91,OK,2024-08-03,23.56
TEL-20240803-00096,DEV-0020,2024-08-03T20:37:04Z,49.48,22.72,1044.51,WARN,2024-08-03,28.64
TEL-20240803-00494,DEV-0012,2024-08-03T23:00:12Z,52.04,56.82,980.39,OK,2024-08-03,16.57
TEL-20240803-00207,DEV-0004,2024-08-03T20:52:00Z,81.44,35.35,1047.57,OK,2024-08-03,15.12
TEL-20240803-00094,DEV-0031,2024-08-03T02:21:08Z,73.04,33.7,1044.13,OK,2024-08-03,10.26
TEL-20240803-00047,DEV-0015,2024-08-03T07:46:47Z,34.16,36.36,1021.09,ERROR,2024-08-03,25.15
TEL-20240803-00471,DEV-0041,2024-08-03T02:06:35Z,31.03,80.54,1014.29,OK,2024-08-03,11.68
TEL-20240803-00060,DEV-0032,2024-08-03T14:29:36Z,21.01,26.38,1025.24,WARN,2024-08-03,16.94
TEL-20240803-00046,DEV-0026,2024-08-03T12:52:37Z,76.35,20.83,1025.79,OK,2024-08-03,27.31
TEL-20240803-00238,DEV-0017,2024-08-03T18:32:19Z,72.62,49.66,990.98,OK,2024-08-03,20.43
TEL-20240803-00477,DEV-0029,2024-08-03T03:02:56Z,50.66,31.95,1036.22,WARN,2024-08-03,12.8
TEL-20240803-00290,DEV-0032,2024-08-03T11:58:53Z,34.01,27.05,1035.68,WARN,2024-08-03,11.47
TEL-20240803-00045,DEV-0049,2024-08-03T22:47:34Z,88.25,20.6,1000.96,OK,2024-08-03,25.66
TEL-20240803-00357,DEV-0045,2024-08-03T10:55:03Z,27.35,60.92,1015.76,OK,2024-08-03,24.03
TEL-20240803-00495,DEV-0024,2024-08-03T08:32:58Z,19.0,39.11,1025.31,WARN,2024-08-03,17.97
TEL-20240803-00291,DEV-0041,2024-08-03T02:13:43Z,50.33,82.28,1024.35,WARN,2024-08-03,26.17
TEL-20240803-00239,DEV-0009,2024-08-03T23:13:25Z,65.67,35.32,992.86,ERROR,2024-08-03,22.1
TEL-20240803-00175,DEV-0003,2024-08-03T14:57:39Z,83.32,24.02,980.41,WARN,2024-08-03,16.57
TEL-20240803-00061,DEV-0046,2024-08-03T09:25:39Z,81.4,79.49,1009.05,OK,2024-08-03,28.0
TEL-20240803-00180,DEV-0046,2024-08-03T06:07:12Z,39.94,29.36,1009.47,OK,2024-08-03,28.02
TEL-20240803-00288,DEV-0025,2024-08-03T08:42:03Z,39.17,85.45,1023.92,ERROR,2024-08-03,27.34
TEL-20240803-00141,DEV-0043,2024-08-03T21:05:49Z,53.7,77.27,1006.75,WARN,2024-08-03,17.35
TEL-20240803-00160,DEV-0045,2024-08-03T18:55:18Z,60.47,62.52,1042.76,OK,2024-08-03,16.36
TEL-20240803-00002,DEV-0015,2024-08-03T07:31:23Z,20.83,54.5,1029.28,ERROR,2024-08-03,14.18
TEL-20240803-00482,DEV-0013,2024-08-03T06:44:06Z,59.41,43.17,984.28,WARN,2024-08-03,21.89
TEL-20240803-00429,DEV-0046,2024-08-03T15:47:06Z,27.73,22.39,1010.2,OK,2024-08-03,29.8
TEL-20240803-00432,DEV-0047,2024-08-03T01:04:47Z,88.9,86.49,1043.75,WARN,2024-08-03,24.81
TEL-20240803-00383,DEV-0037,2024-08-03T07:54:33Z,89.75,55.0,1007.95,OK,2024-08-03,20.92
TEL-20240803-00326,DEV-0025,2024-08-03T23:59:27Z,32.93,33.26,992.37,OK,2024-08-03,20.59
TEL-20240803-00008,DEV-0024,2024-08-03T16:48:02Z,86.05,35.72,999.46,WARN,2024-08-03,20.65
TEL-20240803-00210,DEV-0041,2024-08-03T12:09:28Z,35.84,70.84,1005.8,WARN,2024-08-03,11.87
TEL-20240803-00259,DEV-0026,2024-08-03T13:12:25Z,43.31,42.21,1049.75,WARN,2024-08-03,14.25
TEL-20240803-00353,DEV-0027,2024-08-03T14:01:58Z,61.04,87.02,1009.46,OK,2024-08-03,22.3
TEL-20240803-00102,DEV-0013,2024-08-03T13:10:53Z,50.87,68.43,1015.05,ERROR,2024-08-03,23.17
TEL-20240803-00312,DEV-0047,2024-08-03T13:14:10Z,24.78,70.69,1036.86,ERROR,2024-08-03,29.79
TEL-20240803-00142,DEV-0008,2024-08-03T03:05:07Z,55.67,66.82,1015.68,OK,2024-08-03,21.74
TEL-20240803-00023,DEV-0013,2024-08-03T06:40:58Z,33.5,24.79,993.25,WARN,2024-08-03,23.9
TEL-20240803-00228,DEV-0036,2024-08-03T15:34:34Z,55.93,57.53,996.11,OK,2024-08-03,21.62
TEL-20240803-00089,DEV-0006,2024-08-03T13:46:29Z,41.98,70.52,997.14,OK,2024-08-03,22.12
TEL-20240803-00043,DEV-0018,2024-08-03T07:06:07Z,23.49,22.68,994.02,OK,2024-08-03,23.5
TEL-20240803-00137,DEV-0001,2024-08-03T11:46:54Z,62.33,67.48,1049.19,OK,2024-08-03,17.53
TEL-20240803-00374,DEV-0027,2024-08-03T02:03:39Z,37.29,22.62,1032.5,WARN,2024-08-03,25.27
TEL-20240803-00152,DEV-0010,2024-08-03T09:54:53Z,34.57,29.39,1018.64,ERROR,2024-08-03,17.18
TEL-20240803-00198,DEV-0029,2024-08-03T20:45:07Z,88.14,24.74,1009.33,ERROR,2024-08-03,25.82
TEL-20240803-00067,DEV-0026,2024-08-03T01:00:16Z,26.83,84.2,1002.9,WARN,2024-08-03,19.7
TEL-20240803-00063,DEV-0003,2024-08-03T07:56:55Z,30.16,81.78,1017.64,OK,2024-08-03,23.96
